"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP5F1C",2.97741617319288e-32,0.256248746036341,0.527,0.341,6.19510983156242e-28,"High","ATP5F1C"
"PLSCR1",4.58803783166415e-32,0.243354250826933,0.265,0.162,9.54633031634359e-28,"High","PLSCR1"
"SERINC1",5.36428050576192e-32,0.0477737786576381,0.339,0.206,1.11614584483388e-27,"High","SERINC1"
"YWHAE",9.6962076389296e-32,0.076110691996422,0.482,0.297,2.01748992343208e-27,"High","YWHAE"
"TAOK3",9.62085108725265e-31,0.0837083524857095,0.356,0.226,2.00181048572466e-26,"High","TAOK3"
"CLNS1A",2.36453472999999e-30,0.043071707212856,0.28,0.168,4.91988741271099e-26,"High","CLNS1A"
"BORCS7",3.43312286531515e-30,0.0227074771249467,0.273,0.164,7.14329874586123e-26,"High","BORCS7"
"IL10RA",4.67435000561299e-30,0.00549095172280384,0.475,0.306,9.72592005667894e-26,"High","IL10RA"
"MRPL51",8.99010568541114e-30,0.160677760417823,0.33,0.201,1.8705712899635e-25,"High","MRPL51"
"GPCPD1",1.02726001991641e-29,0.145804013439685,0.295,0.184,2.13741992344007e-25,"High","GPCPD1"
"PCGF5",1.57762805214008e-29,0.0181296468182653,0.37,0.233,3.28257068808787e-25,"High","PCGF5"
"UQCRQ",1.6735487512234e-29,0.320184300348637,0.585,0.378,3.48215288667052e-25,"High","UQCRQ"
"ACTR2",2.09295694770528e-29,0.344360087740028,0.545,0.394,4.35481552109037e-25,"High","ACTR2"
"ACAP2",3.53490202928826e-29,0.0590891534642847,0.28,0.17,7.35507065234009e-25,"High","ACAP2"
"ERP29",4.92589314555959e-29,0.298021710690287,0.634,0.425,1.02493058679658e-24,"High","ERP29"
"PTBP3",6.09051891297028e-29,0.0737114968967615,0.281,0.172,1.26725427022173e-24,"High","PTBP3"
"DYNLT1",8.57453175749442e-29,0.342898096926704,0.27,0.165,1.78410282278186e-24,"High","DYNLT1"
"RASSF5",8.63455634076039e-29,0.138450552924362,0.414,0.277,1.79659213782201e-24,"High","RASSF5"
"HERPUD1",1.02348238616173e-28,0.734583990313444,0.762,0.668,2.12955980088671e-24,"High","HERPUD1"
"FERMT3",1.11705855492318e-28,0.048549488634377,0.282,0.171,2.32426373522866e-24,"High","FERMT3"
"GSTK1",1.89147282311106e-28,0.293586120796226,0.602,0.42,3.93558750304717e-24,"High","GSTK1"
"NDUFA11",5.38796288975381e-28,0.170378719069228,0.565,0.363,1.12107343847108e-23,"High","NDUFA11"
"PDIA6",1.89037261527566e-27,0.291651406291619,0.481,0.315,3.93329830060407e-23,"High","PDIA6"
"CTNNB1",5.53248347340693e-27,0.143805101078393,0.392,0.264,1.15114383631178e-22,"High","CTNNB1"
"LAMTOR4",6.72538939462045e-27,0.302196766397813,0.606,0.435,1.39935177133868e-22,"High","LAMTOR4"
"BRK1",7.43975430279409e-27,0.23427741630446,0.532,0.364,1.54798967778237e-22,"High","BRK1"
"OSBPL8",8.9608520302877e-27,0.0369036782145847,0.328,0.208,1.86448448194196e-22,"High","OSBPL8"
"ABRACL",9.7096513630189e-27,0.290215535834889,0.455,0.311,2.02028715910334e-22,"High","ABRACL"
"MRPS21",1.11496365227524e-26,0.102103362164948,0.456,0.29,2.3199048712891e-22,"High","MRPS21"
"NDUFA13",2.41733243327431e-26,0.0422560452458804,0.531,0.337,5.02974359391385e-22,"High","NDUFA13"
"TAF10",3.91461480602951e-26,0.25387243949657,0.561,0.387,8.14513902690561e-22,"High","TAF10"
"SH3BGRL",4.51975267151019e-26,0.402614909686924,0.584,0.445,9.40424938361126e-22,"High","SH3BGRL"
"PGAM1",5.95834178490162e-26,0.0843486353182919,0.496,0.327,1.23975217518448e-21,"High","PGAM1"
"LAMTOR5",6.97419021421031e-26,0.000991349478449532,0.452,0.289,1.45111975787074e-21,"High","LAMTOR5"
"PFDN5",7.77126878967185e-26,0.418212176159073,0.86,0.885,1.61696789706702e-21,"High","PFDN5"
"TWF2",7.93146655618326e-26,0.107183539976069,0.251,0.155,1.65030024634505e-21,"High","TWF2"
"SRI",1.04546370115509e-25,0.0429762690191685,0.395,0.256,2.17529632299339e-21,"High","SRI"
"LMAN1",1.88855397999858e-25,0.127710951059636,0.302,0.191,3.92951426618304e-21,"High","LMAN1"
"GSTP1",3.96553789958851e-25,0.243185708672954,0.784,0.655,8.25109470767381e-21,"High","GSTP1"
"ACTB",4.92869623975504e-25,0.610481969959694,0.932,0.989,1.02551382660583e-20,"High","ACTB"
"DDX21",1.92317499496817e-24,0.095792516354958,0.52,0.361,4.00155021203027e-20,"High","DDX21"
"SEC62",2.32264493986883e-24,0.0802745678005453,0.568,0.371,4.83272732638508e-20,"High","SEC62"
"COX8A",2.97383601370935e-24,0.278240934634807,0.693,0.515,6.18766059372505e-20,"High","COX8A"
"COX7A2L",8.36582015507234e-24,0.0714236682518272,0.449,0.293,1.7406761996659e-19,"High","COX7A2L"
"MAP2K3",8.45688258540952e-24,0.00888176587583733,0.486,0.325,1.75962355954616e-19,"High","MAP2K3"
"CD300A",1.0345184262281e-23,0.115046858999934,0.291,0.19,2.1525224894528e-19,"High","CD300A"
"GLRX",1.35199850139246e-23,0.0265912013463218,0.472,0.304,2.81310328184729e-19,"High","GLRX"
"SNRPE",1.92108044868232e-23,0.185677147073225,0.271,0.172,3.99719208957329e-19,"High","SNRPE"
"H3F3A",3.51969146663164e-23,0.459803678302664,0.838,0.922,7.32342203462045e-19,"High","H3F3A"
"DDT",1.02326679531151e-22,0.265274479580019,0.529,0.353,2.12911122100466e-18,"High","DDT"
"POMP",1.38672092457994e-22,0.395490832029995,0.645,0.473,2.88535022777348e-18,"High","POMP"
"TMEM123",3.50874361627079e-22,0.00458960139842204,0.391,0.251,7.30064284237463e-18,"High","TMEM123"
"CAP1",5.6537836035465e-22,0.288298517044344,0.549,0.424,1.17638275438992e-17,"High","CAP1"
"SEC11A",8.96554622123524e-22,0.224447715473673,0.594,0.432,1.86546120225242e-17,"High","SEC11A"
"CALM2",9.41395508531359e-22,0.390145973470536,0.717,0.582,1.9587616346012e-17,"High","CALM2"
"SPCS1",1.22880118172636e-21,0.266549388275978,0.642,0.452,2.55676661881803e-17,"High","SPCS1"
"RHOB",1.34547464182413e-21,0.198018400332592,0.563,0.399,2.79952908724346e-17,"High","RHOB"
"NDUFA12",2.31029514224736e-21,0.152466852499646,0.461,0.306,4.80703110247408e-17,"High","NDUFA12"
"ARL6IP4",3.08817796111875e-21,0.186036960732314,0.671,0.476,6.42557188369978e-17,"High","ARL6IP4"
"IFI35",1.1552970340944e-20,0.159448368014549,0.251,0.161,2.40382653884022e-16,"High","IFI35"
"SAMSN1",1.87837911680699e-20,0.171867269308632,0.531,0.402,3.90834342834029e-16,"High","SAMSN1"
"CD63",2.81265906501197e-20,0.213102895292626,0.702,0.645,5.8522997165704e-16,"High","CD63"
"SDCBP",6.38982837629504e-20,0.412708834031201,0.569,0.457,1.32953159025571e-15,"High","SDCBP"
"ENY2",3.19676486390293e-19,0.144471431236809,0.587,0.416,6.65150865232282e-15,"High","ENY2"
"POLR2J",3.21770617673202e-19,0.0236839699479038,0.328,0.215,6.69508124192632e-15,"High","POLR2J"
"DRAP1",7.41077457213993e-19,0.314680608302994,0.646,0.521,1.54195986522516e-14,"High","DRAP1"
"MOB1A",2.16610749893522e-18,0.131803663732925,0.492,0.347,4.50701987303452e-14,"High","MOB1A"
"GMFG",4.70636962476478e-18,0.342598657500828,0.647,0.529,9.79254327824808e-14,"High","GMFG"
"STAT1",1.28984902757596e-17,0.162254732889053,0.303,0.206,2.68378887167731e-13,"High","STAT1"
"ATP6AP2",4.14020949135205e-17,0.173501338971579,0.441,0.304,8.61453388865622e-13,"High","ATP6AP2"
"GPX4",5.42748923896606e-17,0.362045305241055,0.695,0.536,1.12929768595167e-12,"High","GPX4"
"NR4A1",5.79146751076628e-17,0.0883001801984737,0.589,0.466,1.20503064496514e-12,"High","NR4A1"
"LSM3",1.10332179269006e-16,0.0112997572440541,0.398,0.264,2.2956816540502e-12,"High","LSM3"
"EHD1",1.91249342740435e-16,0.0620030881334126,0.306,0.212,3.97932507440023e-12,"High","EHD1"
"ACTR3",4.96656062119481e-16,0.203854115599884,0.539,0.416,1.033392268452e-11,"High","ACTR3"
"GRK2",8.21125887473609e-16,0.0488682723344012,0.399,0.284,1.70851663406634e-11,"High","GRK2"
"ATP6V0E1",1.99638379499659e-15,0.349402175310521,0.64,0.47,4.15387576224941e-11,"High","ATP6V0E1"
"PPP1CA",7.11425926047752e-15,0.0245387295874595,0.556,0.404,1.48026392432756e-10,"High","PPP1CA"
"CAPZB",1.06576913815788e-14,0.207166623438689,0.579,0.465,2.2175458457651e-10,"High","CAPZB"
"GABARAPL2",1.11488368563277e-14,0.145838099103423,0.421,0.289,2.3197384846961e-10,"High","GABARAPL2"
"CSNK2B",2.95813742101587e-14,0.0245731384463168,0.548,0.38,6.15499653190771e-10,"High","CSNK2B"
"DCXR",3.12898282579072e-14,0.050765166772397,0.343,0.234,6.51047456562274e-10,"High","DCXR"
"WSB1",4.42847182792088e-14,0.237510729103646,0.6,0.479,9.21432133235497e-10,"High","WSB1"
"GBP2",4.9547798089615e-14,0.166851020469063,0.377,0.29,1.03094103485062e-09,"High","GBP2"
"RPS9",1.01767575976706e-13,0.206253606505304,0.903,0.942,2.11747795334732e-09,"High","RPS9"
"PCBP1",2.09049736671367e-13,0.129484026743153,0.629,0.471,4.34969787092114e-09,"High","PCBP1"
"ENO1",3.25207752046305e-13,0.17318139202766,0.592,0.448,6.76659769682746e-09,"High","ENO1"
"XBP1",4.72160458722919e-13,0.172180770053202,0.615,0.466,9.82424266464778e-09,"High","XBP1"
"DPP7",1.45548306456476e-12,0.0097401535160373,0.474,0.321,3.02842361243989e-08,"High","DPP7"
"VIM",1.79577446378337e-12,0.247692153655625,0.882,0.854,3.73646792679405e-08,"High","VIM"
"HSP90B1",2.71413193490219e-12,0.64888397407618,0.719,0.611,5.64729431695099e-08,"High","HSP90B1"
"NACA",4.06367451731808e-12,0.217571543433032,0.89,0.96,8.45528756818374e-08,"High","NACA"
"ITM2B",1.2791432188247e-11,0.227022179080951,0.756,0.817,2.66151329540856e-07,"High","ITM2B"
"RPL8",1.97197531861481e-11,0.139082509970116,0.936,0.981,4.10308904544184e-07,"High","RPL8"
"SEC61G",3.36526436888571e-11,0.20306581304019,0.646,0.465,7.00210557234049e-07,"High","SEC61G"
"NDUFA4",9.93376614686736e-11,0.320979119774398,0.751,0.615,2.06691872217869e-06,"High","NDUFA4"
"LAPTM5",1.06364668484382e-10,0.307151406922092,0.682,0.649,2.21312965715454e-06,"High","LAPTM5"
"PPIA",2.10284483908702e-10,0.0339364228304233,0.792,0.775,4.37538925668837e-06,"High","PPIA"
"PSME2",3.13053256720834e-10,0.332106960534059,0.699,0.559,6.5136991125904e-06,"High","PSME2"
"IER3",3.70000003423833e-10,0.261013807383023,0.476,0.388,7.69859007123969e-06,"High","IER3"
"SEC61B",6.68060247706788e-10,0.514186381620185,0.716,0.555,1.39003295740351e-05,"High","SEC61B"
"UQCRB",7.53767451301139e-10,0.27280021565489,0.813,0.751,1.56836393592228e-05,"High","UQCRB"
"ATP5ME",1.43586186913771e-09,0.118796810357746,0.55,0.386,2.98759779111483e-05,"High","ATP5ME"
"CTSD",2.92976578126424e-09,0.21464234687563,0.672,0.622,6.0959636610765e-05,"High","CTSD"
"ATP5F1E",2.94837492802649e-09,0.2369457516116,0.89,0.892,6.13468371274473e-05,"High","ATP5F1E"
"UCP2",5.74995116935455e-09,0.105429907376196,0.555,0.433,0.00011963923398076,"High","UCP2"
"FABP5",9.75667838588508e-09,0.0515707219907152,0.229,0.257,0.000203007207175111,"High","FABP5"
"RHOA",1.19406518955738e-08,0.260153719103313,0.72,0.678,0.000248449143991204,"High","RHOA"
"NDUFA1",1.52184094535424e-08,0.167230035623018,0.68,0.503,0.000316649445499858,"High","NDUFA1"
"NFKBIZ",1.37740613025415e-07,0.344492041116561,0.562,0.541,0.00286596893521981,"High","NFKBIZ"
"CTSC",1.55918014666468e-07,0.423299445242422,0.551,0.488,0.0032441861311652,"High","CTSC"
"TMEM59",2.10820764775035e-07,0.19007575760152,0.673,0.498,0.00438654765267416,"High","TMEM59"
"SRSF9",2.60528554724273e-07,0.00158065685819575,0.568,0.408,0.00542081763814795,"High","SRSF9"
"CYTOR",2.73095752420439e-07,1.02683067501412,0.43,0.353,0.00568230332061207,"High","CYTOR"
"COX7A2",6.78099115541478e-07,0.11980922709906,0.721,0.56,0.0141092082970715,"High","COX7A2"
"ATP6V1G1",7.58078905058078e-07,0.183275453225443,0.672,0.529,0.0157733477775434,"High","ATP6V1G1"
"VAMP8",1.29834847745584e-06,0.506050101051961,0.53,0.416,0.0270147367704237,"High","VAMP8"
"ATP5F1D",1.95171090400493e-06,0.0730264869726529,0.688,0.505,0.0406092487796305,"High","ATP5F1D"
